timestamp,mid_price,book_imbalance,book_d_indicator
0:01:35,88073000,4249.732135,4.371609826
0:01:36,88073000,5935.223691,5.228721415
0:01:37,88094500,-14120.01405,3.989733637
0:01:38,88094500,-9386.981265,4.869995925
0:01:39,88094500,-9658.172732,3.772772437
0:01:40,88094500,-12227.35218,2.088594274
0:01:41,88094500,-15331.78615,0.582044326
0:01:42,88094500,-13580.13674,0.526895785
0:01:43,88094500,-13244.14199,1.106877003
0:01:44,88094500,-12216.42741,0.340201442
0:01:45,88101000,-8057.78457,2.257548281
0:01:46,88101000,-7466.167093,0.738782349
0:01:47,88094500,-8008.350312,0.044776176
0:01:48,88094500,-8978.252495,-0.572183133
0:01:49,88101000,-12414.2859,-1.1616093
0:01:50,88101000,-12339.70446,-0.405766397
0:01:51,88101000,-12338.45549,0.274177595
0:01:52,88079500,2879.728129,0.912291663
0:01:53,88101000,-23381.50295,0.224390766
0:01:54,88100500,-22470.45834,0.139150233
0:01:55,88100500,-19331.76369,-0.490341126
0:01:56,88100500,-19331.76369,-0.450704949
0:01:57,88079500,-4422.878514,-1.631801119
0:01:58,88080000,-1776.010155,-0.844790234
0:01:59,88074000,-115.2392408,-0.858850709
0:02:00,88080000,-1832.262987,-0.008831629
0:02:01,88080000,-1449.225827,1.284184545
0:02:02,88080000,-1449.225827,1.180378924
0:02:03,88100500,-18425.03944,1.003372128
0:02:04,88100000,-21761.09127,-0.414737923
0:02:05,88100000,-22047.14304,0.258833596
0:02:06,88099000,-22168.0092,0.282267205
0:02:07,88075000,-2758.678652,-0.422825976
0:02:08,88075000,-2431.14308,-1.673724148
0:02:09,88074500,-4002.225101,-1.54391884
0:02:10,88074500,-5244.438198,-0.094535562
0:02:11,88074500,-2767.21237,-0.114880331
0:02:12,88074500,-2034.103043,1.18420646
0:02:13,88054500,11878.49443,-0.840953694
0:02:14,88054500,11488.01181,-0.786914999
0:02:15,88074000,503.7236412,1.215270563
0:02:16,88074000,508.5019763,1.753556066
0:02:17,88073500,-1308.009896,0.952607502
0:02:18,88093500,-19021.23242,1.459914501
0:02:19,88093500,-19021.23242,1.341903946
0:02:20,88093500,-19551.91097,0.55919032
0:02:21,88094000,-15762.03239,2.371860561
0:02:22,88094000,-14192.31671,1.534916913
0:02:23,88094000,-14281.93187,0.780688352
0:02:24,88074000,3940.564966,-1.181898822
0:02:25,88074000,3940.564966,-1.086361354
0:02:26,88074000,4061.870983,-0.365495012
0:02:27,88074000,6048.656444,-0.326472855
0:02:28,88074000,6048.656444,-0.300082787
0:02:29,88074000,5550.131749,1.05696001
0:02:30,88074000,5134.077759,0.946806812
0:02:31,88074000,4893.054869,0.846469398
0:02:32,88074000,4735.031762,0.757396964
0:02:33,88074000,4371.744033,1.980699139
0:02:34,88093500,-13194.0099,2.395441122
0:02:35,88093500,-12270.43755,1.532365977
0:02:36,88093500,-13168.33154,0.757224411
0:02:37,88093500,-12596.73163,1.978884523
0:02:38,88093500,-11608.00768,3.070982203
0:02:39,88073500,1910.965841,2.084597467
0:02:40,88073500,500.8694995,1.894619495
0:02:41,88073500,505.4124612,2.350181519
0:02:42,88072000,-8079.458939,0.20605729
0:02:43,88074000,-6226.97973,1.45432437
0:02:44,88074000,-6358.917921,2.576310242
0:02:45,88074000,-5339.564787,1.735142865
0:02:46,88074000,-5144.22378,2.231259088
0:02:47,88074000,-4984.653615,1.417158061
0:02:48,88074000,-7081.802977,0.681001977
0:02:49,88074000,-7081.802977,0.625953944
0:02:50,88074000,-4394.665417,1.886499849
0:02:51,88074500,-915.2725778,1.725794398
0:02:52,88074000,-1147.916138,0.856903411
0:02:53,88074000,339.0346533,1.427452225
0:02:54,88075000,5306.029799,3.200279051
0:02:55,88075000,5856.240687,4.158054044
0:02:56,88075000,5518.863188,3.171770304
0:02:57,88094000,-6630.116558,4.135427306
0:02:58,88094000,-6688.610925,3.801144667
0:02:59,88094000,-7684.964217,2.833810036
0:03:00,88093500,-9010.615713,1.828140052
0:03:01,88093500,-10921.58376,2.964515117
0:03:02,88093500,-10921.58376,2.724881854
0:03:03,88094500,-8396.573497,1.713231505
0:03:04,88109500,1205.470691,3.452141996
0:03:05,88122000,471.0140223,4.965971486
0:03:06,88122000,471.0140223,4.564552737
0:03:07,88122000,472.6577638,4.831006581
0:03:08,88122000,472.6577638,4.440497569
0:03:09,88139500,-12583.20294,4.572296536
0:03:10,88139500,-12607.13458,3.481534647
0:03:11,88144500,146.9049118,2.400782776
0:03:12,88154000,-3193.130081,4.039538558
0:03:13,88154000,694.1156835,4.919058539
0:03:14,88154000,-125.2916775,3.831775709
0:03:15,88142500,7852.541797,4.068646802
0:03:16,88164000,-14086.44671,3.648665017
0:03:17,88164000,-11316.8973,3.284205641
0:03:18,88164000,-8710.47444,3.644802509
0:03:19,88164000,-9680.865734,2.694526593
0:03:20,88164000,-9680.865734,2.476717551
0:03:21,88164500,-7203.46151,1.623805844
0:03:22,88156500,-1693.288588,2.135731479
0:03:23,88164000,-5823.968517,1.948574411
0:03:24,88171500,2090.097683,1.031943512
0:03:25,88171500,5012.422974,2.204501777
0:03:26,88171500,5765.588747,2.612302424
0:03:27,88171500,5443.217045,1.048956651
0:03:28,88180500,-2087.618823,-0.349840556
0:03:29,88191000,-10738.63578,-0.982571931
0:03:30,88191000,-10143.68313,-0.888947509
0:03:31,88196500,-3216.800109,-1.465456343
0:03:32,88196500,1558.426504,-2.572273282
0:03:33,88196500,2385.238077,-1.659865237
0:03:34,88196500,3835.737133,-1.489367238
0:03:35,88196500,4315.709986,-0.703339904
0:03:36,88196500,4762.782389,0.648767926
0:03:37,88196500,1750.824549,-0.696712397
0:03:38,88197000,3556.955117,-1.903920574
0:03:39,88197000,4517.189445,-0.435888328
0:03:40,88197000,729.9224266,-1.66643487
0:03:41,88197000,729.9224266,-1.531730472
0:03:42,88197000,729.9224266,-1.407914753
0:03:43,88197000,2244.151163,0.061510102
0:03:44,88197000,2244.151163,0.056538002
0:03:45,88196500,609.477887,-0.624638649
0:03:46,88199000,-38.26632236,-1.250403133
0:03:47,88199000,-3225.430147,0.237755676
0:03:48,88198500,-5487.249976,-1.129644544
0:03:49,88198500,-3934.086721,-1.014177584
0:03:50,88191500,-3216.715087,-0.243831206
0:03:51,88197000,5578.945165,0.434438644
0:03:52,88197000,1727.636942,1.675251666
0:03:53,88197000,1548.410506,0.896907924
0:03:54,88199500,4781.7942,0.78787676
0:03:55,88199500,4781.7942,0.724189623
0:03:56,88199500,4783.514288,1.314647577
0:03:57,88199500,4783.514288,1.208379511
0:03:58,88199500,81.8114052,1.081438984
0:03:59,88199500,-1678.526247,0.31891815
0:04:00,88199500,-3189.441549,-1.062921331
0:04:01,88199500,-4106.312445,-1.61182835
0:04:02,88199500,-4106.312445,-1.481538009
0:04:03,88199500,-2363.575215,-0.656019678
0:04:04,88199500,-2363.575215,-0.602991061
0:04:05,88199500,-8627.813075,-0.48850469
0:04:06,88199500,-8970.781684,-1.185362255
0:04:07,88202500,-9453.715736,-1.786388465
0:04:08,88195500,-6093.984189,-2.260749077
0:04:09,88195500,-6655.241742,-1.992619519
0:04:10,88195500,-5876.364158,-3.121658734
0:04:11,88195500,-9443.31483,-3.507355191
0:04:12,88193000,-16420.75569,-2.426037811
0:04:13,88173500,-18627.39765,-4.082737081
0:04:14,88148500,-12425.64044,-4.279758029
0:04:15,88156500,-18020.78203,-3.143286375
0:04:16,88161000,-22996.05469,-2.196017426
0:04:17,88160500,-21067.7467,-3.232021499
0:04:18,88160500,-22490.25353,-3.556423087
0:04:19,88160500,-24180.49221,-3.187312615
0:04:20,88159500,-18956.50767,-1.603396898
0:04:21,88159500,-21829.47344,-0.1785728
0:04:22,88159500,-18947.82129,-0.82313897
0:04:23,88168000,-25401.09678,0.537490773
0:04:24,88168000,-25335.70429,0.480938358
0:04:25,88168000,-22263.63475,0.435031615
0:04:26,88168000,-18405.5879,0.389312443
0:04:27,88168000,-23021.89626,0.352152845
0:04:28,88168000,-22736.70284,1.587441385
0:04:29,88168000,-22736.70284,1.459122337
0:04:30,88151000,-8334.467218,0.678740035
0:04:31,88151000,-8334.467218,0.623874843
0:04:32,88188000,-31697.32396,1.166426536
0:04:33,88188000,-23763.71544,2.33334567
0:04:34,88188000,-23739.61224,1.445534937
0:04:35,88188000,-22785.54315,1.284599181
0:04:36,88188000,-22580.51259,1.171663776
0:04:37,88165500,-4361.280375,1.698073711
0:04:38,88165500,-7331.026834,1.527996724
0:04:39,88165500,-7329.904418,1.991731681
0:04:40,88165500,-6441.047234,3.075025332
0:04:41,88164000,-4509.952409,2.77582576
0:04:42,88164000,-4509.952409,2.55144499
0:04:43,88164000,-8110.151537,0.986392932
0:04:44,88165500,-11583.06648,2.779298297
0:04:45,88165500,-7538.069774,1.217663715
0:04:46,88165500,-4840.583538,2.376268827
0:04:47,88165500,-4793.532633,1.515727406
0:04:48,88165500,-5625.665043,2.652075466
0:04:49,88165500,-4745.245301,2.40674167
0:04:50,88165500,-5671.186358,2.827404359
0:04:51,88165500,-2845.487549,2.569601167
0:04:52,88165000,-3338.179524,2.332116188
0:04:53,88183500,-14129.23367,3.985132937
0:04:54,88183500,-12612.08461,3.542667722
0:04:55,88187000,-8440.874062,5.030567363
0:04:56,88183500,-6946.719694,4.490161929
0:04:57,88183500,-8515.502219,5.306549353
0:04:58,88183500,-12154.7021,3.517305465
0:04:59,88183500,-8892.646425,3.853919462
0:05:00,88186000,-13627.26251,2.194185391
0:05:01,88186000,-13627.26251,2.01682087
0:05:02,88186000,-13623.7743,3.104955884
0:05:03,88186000,-13590.73303,4.078529642
0:05:04,88186000,-14429.98788,3.652184105
0:05:05,88186000,-11025.6651,4.566451186
0:05:06,88186000,-10905.36773,4.110696689
0:05:07,88186000,-10905.36773,3.778413121
0:05:08,88186000,-10830.66355,4.085011049
0:05:09,88186000,-10090.59935,3.666225689
0:05:10,88186000,-8656.250656,3.291333531
0:05:11,88196000,-10820.29458,4.824512637
0:05:12,88196000,-10772.39467,4.999701108
0:05:13,88196000,-11214.67022,4.469108221
0:05:14,88196000,-11408.18993,3.387022501
0:05:15,88196000,-12299.45954,2.437229377
0:05:16,88196000,-14064.29447,0.874861854
0:05:17,88196000,-14063.4676,1.488368733
0:05:18,88197000,-10786.60896,1.952762632
0:05:19,88197000,-10778.32513,2.438465981
0:05:20,88196500,-11513.36328,2.188681754
0:05:21,88196000,-12180.77035,2.620441491
0:05:22,88196000,-11246.95416,3.660286783
0:05:23,88197000,-9025.314884,3.887150142
0:05:24,88197000,-9050.189604,4.779664872
0:05:25,88197000,-9050.189604,4.393306009
0:05:26,88197000,-9002.264926,3.956049722
0:05:27,88197000,-8992.655116,4.244301707
0:05:28,88197000,-7789.145555,5.114771892
0:05:29,88197000,-5322.426528,3.273267579
0:05:30,88197000,-5322.426528,3.008676656
0:05:31,88196000,-5565.804185,2.713384395
0:05:32,88196000,-6532.723383,3.745578185
0:05:33,88196000,-6075.344153,2.038720572
0:05:34,88196000,-6075.344153,1.873922876
0:05:35,88196000,-5138.505989,1.657566459
0:05:36,88197000,-960.9355335,3.410834038
0:05:37,88197000,-709.0248889,3.135123085
0:05:38,88199000,-876.6651748,1.477340914
0:05:39,88197000,-1031.681826,1.343671762
0:05:40,88199000,-1264.993433,-0.110301935
0:05:41,88199000,-2212.019608,0.557345069
0:05:42,88199000,-1000.796924,0.476038636
0:05:43,88196000,-2597.121233,-1.517362811
0:05:44,88196000,-2646.090899,-0.753500588
0:05:45,88197000,-3561.48469,-1.280707836
0:05:46,88197000,-3602.386364,0.135891013
0:05:47,88197000,-8848.320441,0.142032955
0:05:48,88199000,-5875.742242,0.14346763
0:05:49,88199000,-5895.684984,0.141545806
0:05:50,88199000,-3019.189503,1.400170093
0:05:51,88199000,-3104.615353,1.243295279
0:05:52,88199000,-3224.536696,0.473088223
0:05:53,88199000,-3050.044933,1.709550114
0:05:54,88199000,-4502.341483,0.253664499
0:05:55,88199000,-3980.599057,1.50804439
0:05:56,88199000,-3844.303636,2.00487683
0:05:57,88199000,-3844.081791,2.449963161
0:05:58,88199000,-3759.738679,3.501300268
0:05:59,88199000,-5052.02623,3.119515543
0:06:00,88197500,-6301.627818,2.149604994
0:06:01,88196500,-5085.543051,3.210165862
0:06:02,88197500,-5475.224526,2.18671448
0:06:03,88196500,-5892.284085,3.234980856
0:06:04,88196500,-5984.939527,2.288073577
0:06:05,88196500,-5984.939527,2.103119709
0:06:06,88196500,-4328.749894,3.190410937
0:06:07,88196500,-4473.816579,2.260774271
0:06:08,88196500,-4473.816579,2.078027113
0:06:09,88196500,-4471.647886,2.515921526
0:06:10,88196500,-6859.34205,2.230624737
0:06:11,88196500,-7719.002833,1.982001884
0:06:12,88196500,-6424.297114,1.798882473
0:06:13,88196500,-4238.131374,2.928738805
0:06:14,88196500,-4825.405679,1.319642646
0:06:15,88196500,-5722.326729,1.173937335
0:06:16,88196500,-3758.08693,1.066375581
0:06:17,88196500,-4438.061113,0.336627858
0:06:18,88197500,-2559.278532,0.904856267
0:06:19,88194500,-5899.523125,0.205431597
0:06:20,88194500,-3403.520928,1.455161465
0:06:21,88194500,-3324.415523,1.93406968
0:06:22,88194500,-3288.775608,2.434143745
0:06:23,88194500,-4049.458268,2.188751734
0:06:24,88194500,-3323.228374,1.379749473
0:06:25,88194500,-3121.883482,2.531641298
0:06:26,88197500,-812.9472303,4.130717976
0:06:27,88197500,-1147.36115,4.428844937
0:06:28,88197500,-10.88283631,4.689781956
0:06:29,88197500,136.1860359,4.918024
0:06:30,88197500,376.4620877,5.712672637
0:06:31,88197500,1024.821135,5.250895136
0:06:32,88202000,2767.495457,6.592497838
0:06:33,88202000,7158.700143,7.212804214
0:06:34,88202000,3884.154557,5.9202647
0:06:35,88202000,7335.0067,5.270884926
0:06:36,88202000,6168.798875,3.415459742
0:06:37,88202500,8449.041736,4.955330656
0:06:38,88202500,6107.270902,3.872130606
0:06:39,88202500,7771.015156,4.17292439
0:06:40,88202500,7087.537144,3.767360616
0:06:41,88206000,12854.80317,5.245405337
0:06:42,88201500,15611.01156,4.081717553
0:06:43,88201500,15463.82385,3.684210849
0:06:44,88205500,32474.42122,3.86181656
0:06:45,88205500,32191.37952,3.471599174
0:06:46,88205500,32191.37952,3.190976339
0:06:47,88216000,23046.09525,3.419487936
0:06:48,88226000,14936.93735,3.64386848
0:06:49,88226000,14497.42407,3.268663069
0:06:50,88226000,15782.41265,3.657870908
0:06:51,88208000,27427.10023,2.662285219
0:06:52,88208000,21853.12871,3.651361445
0:06:53,88208000,15486.26168,2.030082854
0:06:54,88208000,11839.20726,3.083617065
0:06:55,88208000,10604.10993,2.152876311
0:06:56,88208000,11255.44418,1.930504607
0:06:57,88221500,-4801.599913,2.302262856
0:06:58,88214500,64.82459813,2.061819235
0:06:59,88207500,4293.03949,1.212292821
0:07:00,88214500,1609.445103,1.63294273
0:07:01,88215000,2642.30729,2.078352561
0:07:02,88215000,5339.730646,2.468674702
0:07:03,88215000,2844.306555,2.286000525
0:07:04,88207000,6927.701677,0.801775757
0:07:05,88206500,3564.949513,0.13233481
0:07:06,88201000,2934.877192,-1.727397001
0:07:07,88210000,-4670.806055,-2.182652061
0:07:08,88154500,-3938.137896,-3.763696909
0:07:09,88121000,2013.649487,-5.16683479
0:07:10,88113000,7017.913778,-3.99758604
0:07:11,88111500,4520.385674,-4.135547937
0:07:12,88076500,8353.038219,-3.07144853
0:07:13,88075500,4390.012576,-1.578017874
0:07:14,88075500,4207.49977,-1.450460565
0:07:15,88094000,-2035.74507,-1.94244827
0:07:16,88111000,-14406.08524,-0.530065938
0:07:17,88111000,-14539.81299,0.74868481
0:07:18,88081500,8418.135813,0.071878648
0:07:19,88090500,5530.107327,0.659437584
0:07:20,88090500,5530.107327,0.606132685
0:07:21,88090500,5751.671792,-0.034340702
0:07:22,88090500,5746.652887,-0.615846743
0:07:23,88111000,-12226.25858,-1.219667463
0:07:24,88111000,-12170.27941,-1.115455721
0:07:25,88111000,-5567.546517,-1.018377906
0:07:26,88113000,-10551.53562,-1.542893878
0:07:27,88113000,-12815.57329,-0.797189308
0:07:28,88093000,4746.437015,-0.06575691
0:07:29,88090500,194.5701028,1.189134205
0:07:30,88081000,7411.950806,-0.178259859
0:07:31,88081000,18353.75155,1.090294008
0:07:32,88081000,15544.57473,0.982333536
0:07:33,88081000,7661.890502,-0.36810908
0:07:34,88081000,13526.96747,0.288192225
0:07:35,88081000,2594.815254,0.27193872
0:07:36,88081000,1170.944058,0.233803609
0:07:37,88081000,5396.811184,0.831953199
0:07:38,88081000,4188.294637,0.729023827
0:07:39,88047500,7512.395551,1.305763529
0:07:40,88080000,-16976.03121,1.774047267
0:07:41,88080500,-13903.96563,3.419807621
0:07:42,88060500,-4284.966766,2.445630838
0:07:43,88056000,1437.147944,2.199137245
0:07:44,88057500,-754.9166864,3.162029234
0:07:45,88055000,-1384.105616,2.851011148
0:07:46,88054500,-3200.479796,1.353927771
0:07:47,88052500,-1714.555096,0.578452368
0:07:48,88049500,987.1251619,1.767349598
0:07:49,88050000,-2058.8683,2.840054236
0:07:50,88051000,-3099.575306,3.717634003
0:07:51,88033500,4937.178908,1.503765371
0:07:52,88020500,15943.86065,1.343737531
0:07:53,88020500,17018.49657,2.458210337
0:07:54,88020500,17018.94681,2.910862636
0:07:55,88031500,10799.47612,3.313082766
0:07:56,88031500,10799.47612,3.045273427
0:07:57,88021000,18938.13719,0.822742365
0:07:58,88031500,12629.00166,0.71600267
0:07:59,88031500,10070.46612,1.280687263
0:08:00,88031500,10094.14925,1.787027836
0:08:01,88031500,12918.70969,0.310214106
0:08:02,88031500,10071.93038,1.571729422
0:08:03,88031500,6244.260086,1.420366354
0:08:04,88021000,22372.45522,1.905638502
0:08:05,88021500,24051.7527,2.319336406
0:08:06,88021500,23981.48344,1.479631116
0:08:07,88021500,23871.56236,0.722200619
0:08:08,88031500,17102.8105,1.303085201
0:08:09,88021500,26481.79653,1.186887291
0:08:10,88021500,26446.4081,1.007549699
0:08:11,88021500,29421.36483,-0.384360567
0:08:12,88021500,29421.36483,-0.353291211
0:08:13,88031500,20814.47541,-0.962253741
0:08:14,88031500,20834.24759,-0.240051113
0:08:15,88031500,19724.77024,-1.545727259
0:08:16,88031500,23582.35598,-0.69517453
0:08:17,88021500,30115.32228,-1.193702389
0:08:18,88021500,27309.15635,-1.032427143
0:08:19,88021500,27309.15635,-0.94897205
0:08:20,88021500,24938.06718,-0.819796465
0:08:21,88021500,23146.5561,0.573207186
0:08:22,88021500,20575.23235,-0.200446628
0:08:23,88018500,30776.65259,-1.503254064
0:08:24,88021000,26170.59798,0.588179797
0:08:25,88012500,32774.6422,-0.139950577
0:08:26,87997000,1716.565749,-0.749453859
0:08:27,87986000,486.809157,0.009633655
0:08:28,87976500,2103.539839,0.678351859
0:08:29,87945000,22688.10917,1.270261311
0:08:30,87943000,15466.4378,-0.684842666
0:08:31,87929500,3238.399223,0.044677081
0:08:32,87925500,7702.97015,0.067242388
0:08:33,87925500,7702.97015,0.061806924
0:08:34,87922500,5731.68684,0.725935553
0:08:35,87922500,5731.68684,0.667255365
0:08:36,87922500,4770.762492,-0.10920566
0:08:37,87913000,4740.497587,-0.732257098
0:08:38,87913000,4808.43774,-0.039646033
0:08:39,87907000,-2224.663845,-0.601639069
0:08:40,87892000,1816.10821,-1.080984581
0:08:41,87892000,6650.812779,-0.398756628
0:08:42,87884500,18932.0182,-0.391973033
0:08:43,87884500,18932.0182,-0.360288332
0:08:44,87883000,16730.47501,-0.949542673
0:08:45,87885000,10613.86921,0.416704149
0:08:46,87871000,13480.08317,-0.264803203
0:08:47,87871000,10324.33458,-0.905752679
0:08:48,87863500,15257.84897,-1.448417746
0:08:49,87858500,4176.385299,-3.149683596
0:08:50,87858500,7348.471822,-2.873072114
0:08:51,87848000,12461.96994,-3.129337809
0:08:52,87842000,10970.99884,-2.860955928
0:08:53,87832000,16257.28225,-3.111501027
0:08:54,87821000,19703.78234,-2.139277359
0:08:55,87830500,20918.45524,-1.828961347
0:08:56,87837000,16212.97185,-0.495116887
0:08:57,87811500,23217.45465,-1.030480777
0:08:58,87812000,26014.21265,0.275544471
0:08:59,87812000,27241.00542,0.264426169
0:09:00,87812000,21953.32211,0.251854143
0:09:01,87812000,21990.69933,0.238334633
0:09:02,87810500,16993.24984,-0.322314929
0:09:03,87810500,22963.96939,-0.279275968
0:09:04,87809500,17488.81206,-2.018801038
0:09:05,87809500,22642.77164,-0.61648051
0:09:06,87809500,17185.78493,-0.594127039
0:09:07,87808500,16272.02852,-2.318293149
0:09:08,87795000,10373.10002,-3.857112699
0:09:09,87794500,8204.97674,-4.595699897
0:09:10,87795000,10488.24922,-4.21897079
0:09:11,87795000,10405.17402,-5.047623654
0:09:12,87795000,8021.071904,-3.986439361
0:09:13,87789500,14382.40426,-2.91087167
0:09:14,87789500,16501.26984,-3.322651335
0:09:15,87789500,15921.65418,-2.975280426
0:09:16,87789500,16940.88354,-2.110130883
0:09:17,87789500,16743.49255,-1.912870187
0:09:18,87789500,20495.62882,-1.714838031
0:09:19,87783500,12826.0414,-3.364901519
0:09:20,87783500,12449.31191,-3.019011561
0:09:21,87784000,13155.16169,-1.474741737
0:09:22,87776000,6356.21449,-1.921771049
0:09:23,87776000,6356.21449,-1.766426836
0:09:24,87776000,9105.783686,-0.32758143
0:09:25,87773500,9800.803211,-0.855448874
0:09:26,87773500,9131.340692,-1.357849534
0:09:27,87773500,8942.294957,0.034157442
0:09:28,87783000,-512.9375557,0.637167453
0:09:29,87766500,17908.73755,1.239866964
0:09:30,87766500,17896.80756,2.351869109
0:09:31,87766500,18255.05688,2.13421586
0:09:32,87766500,15545.57238,1.89157379
0:09:33,87759500,16444.54178,-0.130233526
0:09:34,87764500,14037.35653,0.476798433
0:09:35,87767000,13166.97949,1.656761188
0:09:36,87767000,13166.97949,1.522838751
0:09:37,87767000,13699.61668,2.050147623
0:09:38,87765500,9679.810925,-0.024179441
0:09:39,87762500,9218.729488,-0.062736493
0:09:40,87762500,11284.05924,1.198847039
0:09:41,87763000,12679.50352,1.049473111
0:09:42,87763000,12689.1345,1.590163964
0:09:43,87758000,12000.77499,0.828049566
0:09:44,87758000,11813.36334,0.760702717
0:09:45,87767500,24124.22075,2.510782206
0:09:46,87765500,18442.90577,0.425004761
0:09:47,87767500,20685.07491,0.392984734
0:09:48,87767500,28560.79661,0.362357741
0:09:49,87831500,15733.7625,2.118658526
0:09:50,87841000,13562.57285,3.681560991
0:09:51,87844000,18363.41454,3.317079521
0:09:52,87845500,8875.806902,3.005763042
0:09:53,87877500,-2288.54272,3.94788882
0:09:54,87877500,3400.923562,3.57012618
0:09:55,87858000,5195.027912,2.59569907
0:09:56,87878000,-13053.64386,2.345756282
0:09:57,87878000,-15989.48923,0.881633798
0:09:58,87833500,23983.14081,0.214079515
0:09:59,87836500,37452.31455,0.176981629
0:10:00,87887500,-17865.80984,0.748845624
0:10:01,87887500,-24881.99488,-0.549185267
0:10:02,87888000,-9482.366597,0.095452842
0:10:03,87887000,-12694.74804,1.309964625
0:10:04,87887000,-20698.43242,-0.041999204
0:10:05,87887000,-18549.68802,-0.029278564
0:10:06,87886500,-23419.93593,-0.032938049
0:10:07,87887000,-19287.40946,-0.663094228
0:10:08,87886500,-24557.75376,-0.611109333
0:10:09,87886500,-27640.2873,-1.779391437
0:10:10,87899000,-33432.45988,-1.615051597
0:10:11,87886000,-22021.50022,-0.220681864
